trial_nr	onset	event_type	phase	response	nr_frames	bar_width	bar_refresh_time	bar_direction	start_time	bar_blank_duration	bar_blank_interval	bg_stim_refresh_time	onset_abs	duration
0	0.1584484577178955	stim	0		0								16.003378868103027	0.7997543811798096
0	0.9503419399261475	response	0	space									16.79527235031128	
1	0.9582028388977051	stim	0		0								16.803133249282837	37.82670021057129
1	38.7553026676178	pulse	0	t									54.60023307800293	
1	38.784903049468994	stim	1		0								54.629833459854126	0.0013079643249511719
1	38.786211013793945	stim	0		0								54.63114142417908	23.997880458831787
1	40.35011553764343	pulse	0	t									56.195045948028564	
1	41.95017957687378	pulse	0	t									57.79510998725891	
1	42.731240034103394	response	0	b									58.576170444488525	
1	43.54890441894531	pulse	0	t									59.393834829330444	
1	45.14921522140503	pulse	0	t									60.99414563179016	
1	45.815038204193115	response	0	b									61.65996861457825	
1	46.74948287010193	pulse	0	t									62.59441328048706	
1	48.3492226600647	pulse	0	t									64.19415307044983	
1	48.93350911140442	response	0	b									64.77843952178955	
1	49.94902515411377	pulse	0	t									65.7939555644989	
1	51.54928207397461	pulse	0	t									67.39421248435974	
1	51.74924039840698	response	0	b									67.59417080879211	
1	53.14954948425293	pulse	0	t									68.99447989463806	
1	53.79965090751648	response	0	b									69.64458131790161	
1	54.74968600273132	pulse	0	t									70.59461641311646	
1	56.35000014305115	pulse	0	t									72.19493055343628	
1	56.7421452999115	response	0	b									72.58707571029663	
1	57.95015263557434	pulse	0	t									73.79508304595947	
1	59.33403038978577	response	0	b									75.1789608001709	
1	59.55036544799805	pulse	0	t									75.39529585838318	
1	61.15068316459656	pulse	0	t									76.99561357498169	
1	62.33435559272766	response	0	b									78.1792860031128	
1	62.750990867614746	pulse	0	t									78.59592127799988	
2	62.78409147262573	stim	0		0	0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	78.62902188301086	24.003674507141113
2	64.3493139743805	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	80.19424438476562	
2	64.69319295883179	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	80.53812336921692	
2	65.94933438301086	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	81.794264793396	
2	67.54946875572205	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	83.39439916610718	
2	68.38544487953186	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	84.23037528991699	
2	69.14958167076111	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	84.99451208114624	
2	70.74946069717407	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	86.5943911075592	
2	72.29750418663025	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	88.14243459701538	
2	72.34912657737732	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	88.19405698776245	
2	73.94962739944458	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	89.79455780982971	
2	75.06945085525513	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	90.91438126564026	
2	75.2182879447937	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	91.06321835517883	
2	75.54942011833191	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	91.39435052871704	
2	77.14947986602783	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	92.99441027641296	
2	77.93637132644653	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	93.78130173683167	
2	78.74949598312378	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	94.59442639350891	
2	79.6642234325409	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	95.50915384292603	
2	80.34950304031372	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	96.19443345069885	
2	81.86315202713013	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	97.70808243751526	
2	81.94933366775513	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	97.79426407814026	
2	83.54966020584106	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	99.3945906162262	
2	85.14965867996216	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	100.99458909034729	
2	85.16945767402649	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	101.01438808441162	
2	86.74968552589417	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	102.5946159362793	
3	86.78776597976685	stim	0		0	0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	102.63269639015198	24.00348997116089
3	88.34957337379456	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	104.19450378417969	
3	89.949538230896	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	105.79446864128113	
3	91.47011709213257	response	0	b		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	107.3150475025177	
3	91.54919695854187	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	107.394127368927	
3	93.14937400817871	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	108.99430441856384	
3	94.74933862686157	pulse	0	t		0.16666667	0.0666666666667	0.0	48.0	0.0333333333333	0.1333333333333	0.0666666666667	110.5942690372467	
