1.277561759948730469e+01	3.747902199799842293e+00	9.027715399687462394e+00
1.597538805007934570e+01	1.413607314556603534e+01	1.839314904513310367e+00
2.077613306045532227e+01	1.728491027862671814e+01	3.491222781828604127e+00
2.397637701034545898e+01	2.150338530631379541e+01	2.472991704031663573e+00
2.557646989822387695e+01	2.445007754680502288e+01	1.126392351418854076e+00
2.877679920196533203e+01	2.673403451056916325e+01	2.042764691396168786e+00
3.677668333053588867e+01	2.931928204836487950e+01	7.457401282171009171e+00
3.997668838500976562e+01	3.751859449605394303e+01	2.458093888955822592e+00
4.157675909996032715e+01	4.106474951830539055e+01	5.120095816549365964e-01
4.477694511413574219e+01	4.311599715886899986e+01	1.660947955266742326e+00
4.797706747055053711e+01	4.582694475821415381e+01	2.150122712336383302e+00
5.117703104019165039e+01	4.889276427601043906e+01	2.284266764181211329e+00
6.077577757835388184e+01	5.188375373154107706e+01	8.892023846812804777e+00
6.557789707183837891e+01	6.165621555102100615e+01	3.921681520817372757e+00
6.717584681510925293e+01	6.597815152774349201e+01	1.197695287365760919e+00
7.197593021392822266e+01	6.839226345178333588e+01	3.583666762144886775e+00
7.357668733596801758e+01	7.234133144469898014e+01	1.235355891269037443e+00
7.677760148048400879e+01	7.492067048706917376e+01	1.856930993414835029e+00
8.157980990409851074e+01	7.734167311886814389e+01	4.238136785230366854e+00
8.477925848960876465e+01	8.171013146536948568e+01	3.069127024239278967e+00
8.798062944412231445e+01	8.614770360982539898e+01	1.832925834296915468e+00
9.757624530792236328e+01	8.936717867185330988e+01	8.209066636069053402e+00
1.055761916637420654e+02	9.883068725055758819e+01	6.745504413184477244e+00
1.071751813888549805e+02	1.064040193019466329e+02	7.711620869083475327e-01
1.119760124683380127e+02	1.087510167529099050e+02	3.224995715428107701e+00
1.215760264396667480e+02	1.125225452621649254e+02	9.053481177501822685e+00
1.247753114700317383e+02	1.221315562043035357e+02	2.643755265728202630e+00
1.263753490447998047e+02	1.251424515844357614e+02	1.232897460364043241e+00
1.295759856700897217e+02	1.273942381244554696e+02	2.181747545634252106e+00
1.327760841846466064e+02	1.297496778726556386e+02	3.026406311990967879e+00
1.343753697872161865e+02	1.331453506625199736e+02	1.230019124696212884e+00
1.407779223918914795e+02	1.354208204824080042e+02	5.357101909483475310e+00
1.439781754016876221e+02	1.415093124376389255e+02	2.468862964048696540e+00
1.503791193962097168e+02	1.440556786070934265e+02	6.323440789116290262e+00
1.519796991348266602e+02	1.511458566956276854e+02	8.338424391989747164e-01
1.583811683654785156e+02	1.535538940762699838e+02	4.827274289208531854e+00
1.631814162731170654e+02	1.592378545773949554e+02	3.943561695722110017e+00
1.679838063716888428e+02	1.637807770875233189e+02	4.203029284165523904e+00
1.711756014823913574e+02	1.689091938846079302e+02	2.266407597783427263e+00
1.775757069587707520e+02	1.711910490494420856e+02	6.384657909328666392e+00
1.791757333278656006e+02	1.780662525287278584e+02	1.109480799137742224e+00
1.903757839202880859e+02	1.806645992354297618e+02	9.711184684858324090e+00
1.951765887737274170e+02	1.906924415911194046e+02	4.484147182608012372e+00
1.983759186267852783e+02	1.957348562000973402e+02	2.641062426687938114e+00
2.015759177207946777e+02	1.996564689457958082e+02	1.919448774998869567e+00
2.047759497165679932e+02	2.016986118533299361e+02	3.077337863238057025e+00
2.095759356021881104e+02	2.049446653311062221e+02	4.631270271081888268e+00
2.111760408878326416e+02	2.096412044377710515e+02	1.534836450061590085e+00
2.143760085105895996e+02	2.117401080222157361e+02	2.635900488373863482e+00
2.159759917259216309e+02	2.146467372940943790e+02	1.329254431827251892e+00
2.191813766956329346e+02	2.175433442346366064e+02	1.638032460996328155e+00
2.223821265697479248e+02	2.198574427830968716e+02	2.524683786651053197e+00
2.271827933788299561e+02	2.232816831242864168e+02	3.901110254543539213e+00
2.319838633537292480e+02	2.281842638451498715e+02	3.799599508579376561e+00
2.367761621475219727e+02	2.335734087199876114e+02	3.202753427534361208e+00
2.383761029243469238e+02	2.370143015447567620e+02	1.361801379590161787e+00
2.431770436763763428e+02	2.395143025227432361e+02	3.662741153633106705e+00
2.447769141197204590e+02	2.436043751610513084e+02	1.172538958669150588e+00
2.511762132644653320e+02	2.463091679900357462e+02	4.867045274429585788e+00
2.543764479160308838e+02	2.512805437071918391e+02	3.095904208839044713e+00
2.639753091335296631e+02	2.559662603390913489e+02	8.009048794438314189e+00
2.719754736423492432e+02	2.655029789978176495e+02	6.472494644531593622e+00
2.783754920959472656e+02	2.728797103769591104e+02	5.495781718988155262e+00
2.799755079746246338e+02	2.786397341975483641e+02	1.335773777076269653e+00
2.831827478408813477e+02	2.815051052919330346e+02	1.677642548948313106e+00
2.863833518028259277e+02	2.835887274204122264e+02	2.794624382413701369e+00
2.879835460186004639e+02	2.865005522242162215e+02	1.482993794384242392e+00
2.895829455852508545e+02	2.890566290006864847e+02	5.263165845643698049e-01
2.943769659996032715e+02	2.911502558861248531e+02	3.226710113478418407e+00
3.039782660007476807e+02	2.950596877089362806e+02	8.918578291811400049e+00
0.000000000000000000e+00	3.051504879332140945e+02	0.000000000000000000e+00
