trial_nr	onset	event_type	phase	response	nr_frames	bar_width	bar_refresh_time	bar_direction	start_time	bar_blank_duration	bar_blank_interval	bg_stim_refresh_time	onset_abs	duration
0	0.14983344078063965	stim	0		0								91.8574206829071	15.635550022125244
0	15.777469158172607	response	0	space									107.48505640029907	
1	15.785383462905884	stim	0		0								107.49297070503235	26.27266001701355
1	42.027920961380005	pulse	0	t									133.73550820350647	
1	42.058043479919434	stim	1		0								133.7656307220459	0.0017571449279785156
1	42.05980062484741	stim	0		0								133.76738786697388	23.991523504257202
1	43.623127698898315	pulse	0	t									135.33071494102478	
1	45.22335386276245	pulse	0	t									136.93094110488892	
1	46.823683738708496	pulse	0	t									138.53127098083496	
1	48.42382001876831	pulse	0	t									140.13140726089478	
1	50.02420520782471	pulse	0	t									141.73179244995117	
1	50.07395815849304	response	0	b									141.7815454006195	
1	51.624279737472534	pulse	0	t									143.331866979599	
1	53.224518060684204	pulse	0	t									144.93210530281067	
1	54.824856996536255	pulse	0	t									146.53244423866272	
1	56.424975633621216	pulse	0	t									148.13256287574768	
1	56.7083375453949	response	0	b									148.41592478752136	
1	58.0251989364624	pulse	0	t									149.73278617858887	
1	59.50047254562378	response	0	b									151.20805978775024	
1	59.625468015670776	pulse	0	t									151.33305525779724	
1	61.22569704055786	pulse	0	t									152.93328428268433	
1	62.82603740692139	pulse	0	t									154.53362464904785	
1	64.42629218101501	pulse	0	t									156.13387942314148	
1	65.30981659889221	response	0	b									157.01740384101868	
1	66.0265543460846	pulse	0	t									157.73414158821106	
2	66.05132412910461	stim	0		0	0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	157.75891137123108	24.003695011138916
2	67.62168455123901	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	159.32927179336548	
2	68.82829928398132	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	160.5358865261078	
2	69.22161412239075	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	160.9292013645172	
2	70.82138061523438	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	162.52896785736084	
2	72.03840899467468	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	163.74599623680115	
2	72.42163467407227	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	164.12922191619873	
2	74.02149391174316	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	165.72908115386963	
2	75.62172770500183	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	167.3293149471283	
2	77.22179508209229	pulse	0	t		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	168.92938232421875	
2	77.25366640090942	response	0	b		0.16666667	0.0666666666667	270.0	24.0	0.0333333333333	0.1333333333333	0.0666666666667	168.9612536430359	
